business_name,business_url,business_avg_monthly_sales,business_avg_net_revenue,business_sub_start_date,business_sub_end_date,subscription_name,subscription_order_max,subscription_monthly_price,subscription_yearly_price,internal_order_number,order_total,order_subtotal,order_tax,order_shipping_amount_paid,order_shipping_cost,order_product_cost,order_total_refund,order_creation_date,order_fulfilled_date,order_cancellation_date,order_financial_status,order_discount_amount,order_discount_code,order_country,order_state,order_zip,order_address1,order_address2,order_billing_country,order_billing_state,order_billing_zip,order_billing_address1,order_billing_address2,lineitem_title,lineitem_sku,lineitem_gross_revenue,lineitem_net_revenue,lineitem_discount_amount,lineitem_quantity,linetem_tax,lineitem_cost,customer_name,customer_email,customer_phone,customer_first_order_date,customer_last_order_date,customer_avg_ltv,customer_address1,customer_address2,product_title,product_amount,product_cost,product_description,product_sku
"Norman, Brown and Crawford",https://decker-robertson.com/,607846.2959020659,383904.07175070874,2023-01-28 00:00:00,2023-10-03 00:00:00,Standard,122,83,996,278904,127.02563559302108,119.57188722419588,27.476378216354938,19.54556887282552,1.3428337472318363,5.626304020237601,3.6933395192535223,2022-12-25 00:00:00,2022-12-30 00:00:00,2022-12-31 00:00:00,Paid,1.9925174527974754,real,UG,California,80170,5813 Barry Gardens,Apt. 583,RS,Delaware,34015,39935 Fischer Road Apt. 660,Suite 582,piece,here,291.91185756861444,284.22780964245,19.14120810036037,3,6.042219882478382,5.708829152871532,Jason Garner,karen16@example.net,+1-621-788-1365x284,2020-07-25 00:00:00,2021-07-14 00:00:00,1862.507687540659,262 Vanessa Estates,Suite 203,thought,144.38802126453518,15.610956733543997,These hand possible eight picture leader magazine organization require miss no who mention.,record
Hernandez PLC,http://pierce.com/,405030.34012556885,529434.3227589006,2021-10-17 00:00:00,2022-05-01 00:00:00,Premium,240,31,372,110595,117.60565041928558,110.11349905210804,6.559042374378096,4.532210869145397,3.2877462906053694,13.299791340500246,15.509460216832212,2020-01-24 00:00:00,2020-01-26 00:00:00,2020-01-26 00:00:00,Pending,1.7376049890610457,front,RW,New Hampshire,12024,3210 Black Fords,Suite 306,CD,Kentucky,61474,876 Taylor Branch,Apt. 116,resource,price,159.04970154316925,152.55852126279876,17.337618112478758,5,5.407622491807876,14.090404427597237,Charles Cummings,zjohnston@example.org,881-921-0027x83174,2022-10-05 00:00:00,2022-10-23 00:00:00,1014.633009436456,246 Miller Freeway,Suite 411,deal,170.04237848350823,28.791163397346413,Certain simple usually catch good know thought son contain shake.,because
Martinez Group,https://guerra.com/,373272.58245017123,692638.4788246051,2022-03-06 00:00:00,2023-03-02 00:00:00,Ultra,368,98,1176,333418,79.31610343355035,70.41162679392525,13.71149837039907,10.299036851460542,4.583904139242504,6.5088635643004045,4.363547313135561,2022-09-21 00:00:00,2022-09-28 00:00:00,2022-09-23 00:00:00,Refunded,14.9868217171217,increase,LI,Florida,68842,075 Crawford Spur,Suite 839,LY,Illinois,88947,443 Karen Shoals,Suite 973,standard,wonder,176.35162507475323,176.20287075342225,23.141366817343567,4,3.7800872413537636,17.256454432828114,Mckenzie Wallace,jessicabrewer@example.org,401-491-3624x662,2021-11-11 00:00:00,2022-06-15 00:00:00,1086.174598434041,4589 Cohen Mill Apt. 846,Apt. 300,point,472.56612666077433,18.450223048526652,Morning inside describe affect inside when everything source use and.,bring
Diaz and Sons,https://roth-holland.info/,467071.45976969134,709447.2968127087,2021-10-24 00:00:00,2022-09-21 00:00:00,Ultra,368,98,1176,280792,71.08255050096761,64.03854059945924,16.2754958983013,3.7707186142382776,1.89095637263661,11.795649951651917,4.327505877761036,2023-04-12 00:00:00,2023-04-16 00:00:00,2023-04-18 00:00:00,Refunded,19.049133638434,reason,MA,Wisconsin,61616,7172 Glenn Views Apt. 026,Suite 143,AL,Alaska,03061,950 Richardson Ranch Apt. 981,Suite 995,teacher,executive,180.7298410579953,174.91488831815292,10.388365162143538,3,7.620582821116308,29.63638833387357,Tanya Cobb,fdavis@example.org,(304)206-3402x164,2021-10-20 00:00:00,2022-05-05 00:00:00,1592.4727316040564,5963 Robin Prairie Suite 475,Apt. 848,keep,80.10607564662308,16.933480971543073,Any current in shake enjoy third tough technology.,health
Cook-Blake,https://golden-briggs.com/,399032.13897314714,254033.97292459392,2022-12-01 00:00:00,2023-08-06 00:00:00,Premium,240,31,372,973996,27.270147957565833,25.081179237509254,20.996290940835276,18.19831886025579,4.60052746222553,10.567237614565318,3.7483449659973367,2023-02-23 00:00:00,2023-02-27 00:00:00,2023-03-02 00:00:00,Paid,4.819704502670836,west,GA,Maryland,79137,14530 Katie Passage Suite 179,Apt. 513,TR,Ohio,30881,31861 Moore Shoals Suite 868,Apt. 495,practice,color,56.194868137705846,53.24006209415792,29.25999813704701,2,6.479670085612385,24.411338560522996,Jennifer Burnett,benjamin91@example.org,983.462.1082x8852,2020-09-21 00:00:00,2020-10-12 00:00:00,1855.4615653315047,80864 Joseph Locks,Apt. 393,central,403.3587127077179,7.514153076582257,Build organization price success low table drive hear serve behind.,perform
Martinez-Lewis,http://www.williams-griffith.com/,71758.27382940444,322418.66478283517,2023-03-20 00:00:00,2023-05-05 00:00:00,Ultra,368,98,1176,22905,153.57906311476154,146.08904231237926,25.379119081094913,11.663370470629639,4.7919052107755835,10.979647613228813,15.514095602563991,2021-03-30 00:00:00,2021-04-01 00:00:00,2021-04-05 00:00:00,Refunded,10.886003514061883,computer,IS,Kansas,14158,39277 Knox Loaf Suite 888,Suite 499,BG,Arkansas,16320,7496 Angelica Loop Apt. 101,Apt. 751,security,manage,24.711006082432306,21.632680076689407,13.533207329009949,3,7.304857740364522,8.409102044335622,Susan Copeland,michael85@example.org,+1-735-770-5941x4308,2021-02-11 00:00:00,2021-04-06 00:00:00,1551.4504767363571,38815 Green Plaza Suite 788,Apt. 502,eight,101.47574405321544,15.126807825093303,Many data address hear sort hot white my.,big
Miller-Bryant,http://www.estrada-reyes.biz/,125802.19180040437,676264.5980952937,2020-11-22 00:00:00,2021-01-10 00:00:00,Ultra,368,98,1176,209347,124.48097158270484,118.08748451270723,1.7198843341328163,18.45725213195635,3.606138837833195,11.18917359698613,14.77826193018978,2020-07-03 00:00:00,2020-07-09 00:00:00,2020-07-11 00:00:00,Pending,13.806683190004605,read,TJ,Arizona,94122,35168 Paul Harbor,Suite 511,GQ,Texas,94540,46973 Park Turnpike Apt. 870,Apt. 776,agency,method,228.12240303600615,222.6879741394868,8.827727499397744,2,1.9039164572800893,17.248453056910183,Bernard Washington,gregory23@example.net,(263)939-8532x511,2022-11-05 00:00:00,2023-02-23 00:00:00,1994.0449223482121,7195 Andrew Spur Apt. 314,Apt. 080,know,297.3957272821246,15.632172108930375,Member blue line west hit visit measure small.,which
"Shelton, Nguyen and Miller",https://www.patterson-barnett.com/,483842.0635943545,180562.32678149815,2021-04-24 00:00:00,2021-06-14 00:00:00,Standard,122,83,996,312252,188.95023951465546,179.95326349758662,18.54934028626478,18.79518157872855,2.3935969604863083,11.300116822448143,19.150091207353107,2021-07-09 00:00:00,2021-07-14 00:00:00,2021-07-15 00:00:00,Refunded,10.173564468008784,consider,NR,Alaska,01724,24153 Fisher Village Apt. 382,Apt. 837,TM,Ohio,83536,125 Spencer Parkways,Suite 991,Republican,property,161.3864525061969,160.44374424824278,14.231008614554124,1,9.238909943092905,18.10007875395565,Carl Ortiz,zcooper@example.org,+1-411-544-7021x45355,2022-11-29 00:00:00,2023-09-30 00:00:00,1902.5092343488795,574 Wright Park Apt. 645,Apt. 025,than,416.60280937290054,27.279181625364654,Will job travel actually field sometimes.,bag
Cantu-Parks,http://hunt-fernandez.info/,443030.5326619376,222360.39476397933,2023-04-29 00:00:00,2023-11-11 00:00:00,Premium,240,31,372,859105,125.91208368618669,122.07277083027874,17.00768551110184,0.09469774382692808,3.2881663610328475,14.112847300005665,3.8515519807645116,2021-10-12 00:00:00,2021-10-17 00:00:00,2021-10-17 00:00:00,Paid,1.2434103393768825,black,VU,North Carolina,90794,795 Delgado Circles Apt. 192,Apt. 819,CN,Colorado,26583,0456 Estrada Squares,Suite 562,relate,despite,289.71116564695126,281.85324183031986,19.713763157760216,5,1.8717814188683735,24.75530110875354,Christopher Hernandez,samuel01@example.org,645-625-6324x72784,2023-01-23 00:00:00,2023-08-12 00:00:00,541.1922182964524,57892 Courtney Ford Apt. 868,Suite 791,build,47.77371780775445,12.75420536840759,Far especially international they so business first mouth rather operation.,guess
"Fowler, Lopez and Vega",https://watson.com/,856300.2864773727,665696.5315901631,2021-08-28 00:00:00,2022-04-08 00:00:00,Premium,240,31,372,443056,31.941076613037666,25.094634531817704,23.158068221524523,8.293990888908478,0.11213546914780881,14.551433125534318,8.025925769127948,2023-05-01 00:00:00,2023-05-07 00:00:00,2023-05-12 00:00:00,Paid,14.071980367358792,magazine,IR,Alaska,31633,00080 Justin Stream Apt. 279,Suite 875,BY,Vermont,41662,89305 Hall Track,Apt. 423,site,government,81.6750411073925,81.36590506728261,26.736383368912563,1,7.426638746780401,18.191878797697328,David Green,graychase@example.org,001-666-430-7591x949,2021-04-01 00:00:00,2021-06-30 00:00:00,1420.7712441434396,6591 Washington Place,Apt. 166,far,456.75136023853815,19.63541082491898,None American after hotel move argue.,star
Smith-Barber,https://www.williamson-figueroa.com/,883077.009988974,730469.847011022,2021-11-21 00:00:00,2022-01-17 00:00:00,Standard,122,83,996,792728,74.22736921638969,73.00674227845029,17.973125371815474,0.30554892398862554,1.5190345453640441,7.717571275607379,5.10146826714873,2023-05-01 00:00:00,2023-05-04 00:00:00,2023-05-11 00:00:00,Refunded,7.6269729170924965,offer,BS,Indiana,59152,649 Scott Mountain,Apt. 643,ZA,Michigan,06200,82447 Vargas Plain,Suite 722,water,loss,22.276557742252365,19.969644583087145,25.94374311148109,2,3.339994861723553,24.850394382788135,Bradley Williams,ogrant@example.com,5523363609,2020-07-08 00:00:00,2021-05-07 00:00:00,755.2115992013287,923 Isaiah Gateway,Suite 013,value,13.88538511311378,25.81693464979959,Brother capital here it dream great brother way sit.,sit
Carroll-Fernandez,https://www.malone.com/,616558.9834141841,730228.7390070951,2023-07-31 00:00:00,2024-06-07 00:00:00,Ultra,368,98,1176,217373,79.58701791642262,72.62649371235808,27.089172848711854,7.654060698350027,3.390153451348455,8.64934585235028,12.284124425104615,2021-08-18 00:00:00,2021-08-20 00:00:00,2021-08-26 00:00:00,Pending,18.286342031210154,bar,MM,Kansas,91726,14809 Hawkins Views Apt. 556,Suite 980,SO,New Jersey,31006,1165 Lowe Lakes Suite 348,Suite 311,year,challenge,253.61832888538845,249.46033140063525,7.835907131616123,2,5.289476724311491,29.656605729998567,James Evans,patrickrivera@example.net,+1-965-593-7052x72940,2022-09-28 00:00:00,2023-03-20 00:00:00,554.5080037230658,735 Vasquez Keys,Apt. 192,raise,478.083884532327,18.78836962253572,Seek hour break almost during audience goal leave admit morning than since.,wind
Cole-English,http://cantrell.net/,285965.07825740543,750420.5434156795,2021-10-05 00:00:00,2022-02-16 00:00:00,Standard,122,83,996,796510,130.74526382182543,121.4514220417785,3.760747995282372,4.859744181548664,0.807074510173954,6.653911270815435,8.606303251150123,2021-04-21 00:00:00,2021-04-27 00:00:00,2021-04-23 00:00:00,Paid,7.723558015685703,among,UA,New York,40977,69529 Audrey Dam,Suite 923,CF,Georgia,13110,681 Martin Hollow,Apt. 104,up,power,213.32134063806052,210.14959225839428,15.213444977495428,2,5.265698361741298,28.878911622198345,Cathy Soto,kennethkeith@example.net,533.778.0117,2022-07-19 00:00:00,2023-03-13 00:00:00,457.39099428840586,86522 James Knoll Suite 064,Apt. 777,avoid,201.5227765894355,21.059543108272777,Piece language machine quite situation tough laugh perhaps development wear truth teach.,consumer
Daniel-Rodriguez,http://www.douglas-choi.biz/,94881.78627555516,613312.4578238914,2020-04-30 00:00:00,2020-06-05 00:00:00,Premium,240,31,372,230125,174.64799162562622,166.20728642913312,15.074246204368508,17.38528073703803,4.45760083651754,12.385365316278794,11.469316463466324,2021-09-10 00:00:00,2021-09-12 00:00:00,2021-09-23 00:00:00,Pending,0.6963307182614686,control,BE,Arkansas,07222,041 Sellers Ridge Apt. 652,Suite 244,AO,South Carolina,61466,77950 Hendrix Ramp Apt. 538,Suite 752,certain,both,265.7138143471308,258.03452688353485,2.180278357023381,3,1.4031876032858892,19.82448974146617,Christopher Alvarez,nhardin@example.com,639-658-6471x9709,2022-03-26 00:00:00,2022-04-11 00:00:00,866.0661981934278,93280 Mitchell Ford,Apt. 686,first,226.75874403047956,13.76256812119508,Couple painting history manage garden follow mission half.,candidate
"Baker, Suarez and Hamilton",https://www.miller.info/,498782.29166231235,515526.4266273595,2022-03-17 00:00:00,2023-03-17 00:00:00,Ultra,368,98,1176,718001,115.90770323096827,108.17138460255055,8.062452434286856,8.26521729280703,0.8544177286616772,7.989149888439483,13.658543613985405,2022-09-07 00:00:00,2022-09-09 00:00:00,2022-09-21 00:00:00,Pending,11.580052552734907,project,MT,Minnesota,88417,8391 Dawn Parkways,Apt. 280,UY,South Dakota,28709,9700 Cherry Views Apt. 720,Apt. 801,against,keep,210.5974872676462,203.6669156158231,7.996488788045624,4,8.402432795233288,28.701054986586467,Heather Torres,eric00@example.org,001-597-557-1160x6053,2021-03-12 00:00:00,2021-12-01 00:00:00,635.7833432630757,58325 Lewis Mall,Suite 535,bank,381.9044080245568,20.393801535824437,Each I unit want thing color drive report suggest.,ready
"Brown, Salas and Webb",https://may-dodson.org/,179194.0986146692,659494.6005993445,2020-12-16 00:00:00,2021-11-26 00:00:00,Ultra,368,98,1176,456109,150.3432678925848,150.21873977526693,20.26042927251054,3.6761990566376612,1.0748488197834645,14.188509492176747,11.400922291899818,2020-08-28 00:00:00,2020-08-29 00:00:00,2020-08-29 00:00:00,Refunded,13.512316815300107,local,MK,New York,54064,510 Michael Alley,Suite 708,TR,Kansas,97037,792 Crystal Freeway Apt. 091,Apt. 033,amount,lawyer,288.10036907992185,280.54464100605185,2.8581577582200324,3,9.413617311322222,13.614976116446144,Cynthia Alvarado,david59@example.net,(244)593-1798x9929,2023-05-24 00:00:00,2023-07-09 00:00:00,1611.6844312022886,4033 Reed Drive Apt. 508,Apt. 634,career,55.59251002704001,18.657001454104908,Any third find purpose he plant great heavy.,bed
"Hardy, Stephens and Rodriguez",https://brown-wallace.com/,390053.7569635155,480112.34059552255,2023-04-14 00:00:00,2023-07-06 00:00:00,Premium,240,31,372,685483,32.43997690109725,23.415695514870524,21.33659190227205,17.32366852228563,1.594808594547175,12.393225314841878,1.4447433495566586,2021-10-27 00:00:00,2021-11-02 00:00:00,2021-11-01 00:00:00,Refunded,15.42045545693263,rock,GY,Oregon,02027,6118 Gomez Trail Suite 669,Suite 082,PE,Idaho,66988,7965 Miller Trafficway Suite 701,Suite 758,imagine,across,179.89572552225158,179.47280624623127,23.233449430667466,4,7.2148468344235,6.835034009081121,Brandon Sanchez,tcruz@example.com,370.813.8499x46082,2020-11-02 00:00:00,2020-11-06 00:00:00,206.4805065202264,31516 Morse Shoals,Suite 903,tend,115.74981127762157,10.37366936638796,Development church loss person certain particular.,claim
Munoz-Keller,http://www.rodriguez.com/,140016.69919366683,567663.479606937,2020-04-22 00:00:00,2021-04-03 00:00:00,Ultra,368,98,1176,483833,159.95033031891256,156.4278517273504,29.344649257003436,10.274849476659377,3.2673784067621265,12.162660567709487,6.436842706246198,2023-04-11 00:00:00,2023-04-15 00:00:00,2023-04-15 00:00:00,Refunded,16.02449265265982,fact,BY,Nebraska,85223,31231 Lewis Circle,Apt. 928,IQ,South Carolina,92538,9250 Stephen Spring,Apt. 174,husband,suffer,192.02043153765973,182.33334824892404,10.616472264090564,3,4.461030049856244,13.659766352093405,Gloria Moore,wlyons@example.org,(623)951-1787x0331,2022-11-24 00:00:00,2023-06-07 00:00:00,962.5807181087614,4783 Watts Estate Suite 210,Suite 502,where,339.216229693963,12.452047401680892,Wife present three treat movie amount thousand.,could
Rodriguez-Ward,https://gray.com/,737591.9279041017,475766.50757917855,2020-04-11 00:00:00,2020-06-14 00:00:00,Ultra,368,98,1176,139738,34.521928671734045,29.484964466687625,17.387950980307615,5.986273942953391,3.54147827610829,7.971833721462895,3.375937249989085,2022-07-18 00:00:00,2022-07-22 00:00:00,2022-07-19 00:00:00,Pending,10.639980796179247,lawyer,PA,New Hampshire,76699,800 Perry Lodge Suite 917,Apt. 440,KW,Minnesota,23937,6915 Bartlett Land,Apt. 423,describe,themselves,37.79941940974457,33.90977152192549,18.989875963666044,2,8.121913582666828,18.82379672086615,Robert Brewer,lloydtravis@example.org,001-581-265-7000x87011,2022-12-30 00:00:00,2023-05-12 00:00:00,1332.5722319276506,34766 Castillo Glen Apt. 041,Suite 691,throughout,20.188252058692644,7.385252835566101,Present ability lay item government bad above.,explain
Chang-Smith,https://randolph.biz/,309611.54660212825,395576.22285933694,2022-01-17 00:00:00,2022-05-02 00:00:00,Premium,240,31,372,138643,151.19565596729902,145.8126275801626,24.687099336940452,5.39951839412544,2.6979613814845327,6.298175993402127,6.332897576853509,2021-06-07 00:00:00,2021-06-12 00:00:00,2021-06-08 00:00:00,Pending,2.329519309057284,wear,SE,West Virginia,22928,38757 Ibarra Green,Apt. 598,WS,Maine,94747,036 Kyle Circle Suite 385,Suite 169,thing,sea,219.0040479131062,216.8701938998994,22.974820418295355,5,7.854897075491819,10.98037011828508,Thomas Vega PhD,tyler01@example.org,787.275.0556x339,2023-07-22 00:00:00,2024-05-06 00:00:00,1522.262491828647,908 Lopez Haven,Suite 124,reality,110.69340358143255,10.092787122246209,Language response common marriage clear defense rest who play husband reach.,suddenly
Johnson LLC,https://hamilton.com/,666945.6874511791,630729.6128264351,2023-01-18 00:00:00,2023-09-25 00:00:00,Ultra,368,98,1176,235453,71.7313173370684,69.18505926106035,2.27434113939337,6.123923250261676,1.3062860105037855,8.740505821880278,18.60824257430977,2021-08-01 00:00:00,2021-08-05 00:00:00,2021-08-09 00:00:00,Paid,0.0848422559802553,quickly,CR,Hawaii,97787,755 Thompson Rapid,Suite 132,ML,Georgia,44712,2048 Hubbard Trafficway Suite 557,Suite 820,believe,she,34.28012155786103,25.37747412034725,8.47453421789104,3,3.712354769484193,16.852167000980785,Andrea Edwards,bryantsusan@example.net,001-687-770-7160x041,2023-06-16 00:00:00,2023-06-30 00:00:00,527.2066424122011,18772 Gregory Pine,Suite 690,nice,85.45932609405509,15.116088512799612,Family I interest shake east serious image general example surface.,style
"Taylor, Lopez and Johnston",http://allen-roberts.com/,718252.8333183958,718166.0203969638,2022-10-07 00:00:00,2023-03-12 00:00:00,Ultra,368,98,1176,749099,20.72733006500576,16.31682690584165,26.392476422097396,15.251876394058998,2.4685992688459835,14.578067905589382,15.597311016222843,2023-05-17 00:00:00,2023-05-18 00:00:00,2023-05-26 00:00:00,Pending,13.789071341156571,information,LV,New Hampshire,34187,1493 Carol Branch Apt. 602,Apt. 284,IR,Kansas,69575,054 Morris Loop Apt. 392,Apt. 537,let,very,272.9718851334952,272.0543492410498,25.820445993597392,3,7.945547394871882,11.412658644077995,Marcus Potter,pjacobson@example.com,001-232-834-1294x12877,2020-03-07 00:00:00,2020-07-11 00:00:00,1568.39364057204,96860 Kristy Court,Apt. 751,rate,148.077790926018,26.390217845024697,Quite beat short early discussion trip finish people break for arm join.,play
"Richardson, Ortiz and Murphy",http://www.porter.net/,964876.8519868328,193251.69472225042,2021-04-08 00:00:00,2022-02-07 00:00:00,Premium,240,31,372,639000,106.04192653521444,105.13214194133838,6.873987072117268,7.667751998150787,2.5813558002371666,9.951857748737389,17.969741292422373,2022-07-21 00:00:00,2022-07-23 00:00:00,2022-07-22 00:00:00,Refunded,12.622400783800533,speech,MH,Wisconsin,15813,435 Green Fords Suite 428,Apt. 189,BO,Tennessee,25980,51011 Pearson Street,Suite 452,boy,sell,39.027431704920815,34.092419011334705,10.621577644047598,5,6.466367877659102,9.903762454981175,Donna Brown,atorres@example.com,275-816-8194x40120,2022-07-28 00:00:00,2022-12-08 00:00:00,731.7099693754344,3949 Williams Green Apt. 931,Suite 463,across,288.56127652728003,7.354694807453459,Building if might either happen maintain he far security two.,ball
"Ramirez, Gardner and Gordon",http://murphy.net/,375525.9430955179,504756.6352694548,2021-06-04 00:00:00,2021-10-07 00:00:00,Ultra,368,98,1176,747651,25.256845685623972,24.78616804016328,5.23389495259738,10.308731212768564,2.6205511272087003,14.384110347823219,14.521755520191459,2021-09-06 00:00:00,2021-09-08 00:00:00,2021-09-15 00:00:00,Paid,0.22104639508349289,rich,GB,Nebraska,33237,4824 Smith Orchard Apt. 801,Apt. 044,DJ,Nevada,28737,29512 Sarah Fork,Suite 558,father,test,265.88391109434417,258.3566472067018,7.962322683897285,3,2.634246382981246,17.16577689426215,Christina Rowe,jennifermclaughlin@example.com,6276026922,2021-05-11 00:00:00,2021-11-01 00:00:00,108.5482958055273,31181 Melissa Streets,Apt. 700,company,381.8714066673083,29.931792119424948,Treatment crime detail campaign carry mean wind professional left discover though.,ahead
Phillips Group,http://king-flores.com/,554029.813002969,408619.87425883714,2020-07-27 00:00:00,2021-05-12 00:00:00,Standard,122,83,996,51016,56.60336545541057,50.7218836200372,19.825451481320425,15.895861305944223,2.4929130803703776,10.068377250562635,13.062074744319832,2021-05-27 00:00:00,2021-06-01 00:00:00,2021-06-03 00:00:00,Paid,7.304472114683014,third,SO,New Jersey,99552,24041 Jose Coves Apt. 864,Apt. 728,MT,Arkansas,46385,520 Jones Ports Suite 436,Suite 753,early,difference,209.96171580683853,205.92398222883048,25.76084899917836,2,4.366755670943072,14.639713682047107,John Anderson,olivercatherine@example.com,+1-739-342-4663x227,2021-08-22 00:00:00,2022-07-14 00:00:00,1603.0316939870474,33367 Stephenson Square Suite 563,Apt. 475,image,377.5300014729225,28.136385055850994,Enough thing decade wait carry upon current increase series occur.,market
Maddox-Thomas,https://www.duncan.com/,469548.66834545304,244965.79690605035,2021-06-23 00:00:00,2022-03-01 00:00:00,Ultra,368,98,1176,656787,122.26876377536996,120.42523513682232,25.263850230774928,6.4378234370842495,3.617191856409317,7.441078778038984,19.419777355030845,2022-06-24 00:00:00,2022-06-26 00:00:00,2022-06-30 00:00:00,Refunded,13.881261734854093,girl,PY,New York,87474,940 Morrison Extension Suite 012,Apt. 835,CG,Mississippi,40359,380 William Mission Apt. 547,Apt. 403,offer,more,38.382695098292885,38.176622442053194,23.906562717004093,4,4.112359026670392,29.922049046077735,Teresa Mueller DVM,tmurray@example.net,854-280-1004x9231,2023-06-29 00:00:00,2023-08-18 00:00:00,1942.0696017432647,3067 Fletcher Glen Suite 148,Apt. 330,which,257.5855583599159,14.178421366689177,Question grow scene media not growth training treat tough will.,health
Harris-Brown,https://www.hoffman.com/,895982.3867203763,777919.8636848668,2023-07-09 00:00:00,2023-11-01 00:00:00,Standard,122,83,996,542168,66.97184819947529,59.7633570940555,3.2119615765772256,0.1196415592021105,0.2776267682023714,8.973476165701747,4.650205728850912,2022-10-12 00:00:00,2022-10-19 00:00:00,2022-10-13 00:00:00,Paid,13.566491506027551,outside,AO,Mississippi,35814,8000 Adams Falls Suite 987,Apt. 011,ZM,Utah,47971,20492 Miller Meadow,Apt. 819,hotel,pressure,240.7726503354698,233.82537519560833,8.913800051490577,4,2.0665113377665287,8.65122027927329,Victor Long,hickstiffany@example.com,451-614-3384x34059,2021-01-18 00:00:00,2021-08-01 00:00:00,615.6550260207051,39794 Kayla Mission Suite 459,Suite 215,spring,434.69293929600485,7.469772840917678,Parent standard especially gun page door throughout work.,buy
"Schultz, Madden and Cox",https://www.thompson.com/,391500.89387349965,546760.097741677,2020-11-08 00:00:00,2021-02-04 00:00:00,Standard,122,83,996,340216,27.44474108460895,20.422157803212443,6.649148370079083,12.01567600147363,4.589244026222058,14.498579861911807,1.165630187938671,2020-01-19 00:00:00,2020-01-20 00:00:00,2020-01-30 00:00:00,Refunded,16.05151767953233,another,UA,Illinois,75197,189 Kevin Pass,Suite 447,GT,West Virginia,79721,99801 Hancock Turnpike,Suite 993,them,deal,85.15087811364889,84.11865718255287,13.822801406575028,4,0.34785626786693724,19.5081855988971,Brenda Washington DVM,tinacharles@example.com,867.204.1479x6031,2021-09-03 00:00:00,2021-12-20 00:00:00,1822.3207557818846,55695 Savannah Rest Suite 145,Suite 144,grow,121.93646485725725,17.02999287472959,World administration moment until house likely.,television
Snyder-Davenport,https://www.garrett-rodriguez.com/,947163.2865348824,371266.6350947784,2021-08-08 00:00:00,2021-12-21 00:00:00,Standard,122,83,996,814543,101.73818258906002,99.76034354417608,9.764239022658574,8.498313738621658,3.9747572687118202,5.199590326544622,4.102179156449653,2023-06-12 00:00:00,2023-06-13 00:00:00,2023-06-19 00:00:00,Refunded,10.797241956411348,history,KZ,Pennsylvania,04427,066 Jay Knoll,Suite 355,BG,Missouri,56244,39204 Mata Key Suite 991,Apt. 763,change,accept,164.06815363121694,157.47662778759414,2.3202625382245676,1,4.127483473891673,25.67599825761309,Jose Nielsen,katherineortiz@example.com,855-424-2769x38417,2022-12-26 00:00:00,2023-07-28 00:00:00,1864.413685305584,00615 Washington Lake,Suite 081,agree,298.24529724623306,24.316544240560468,Book election beautiful avoid trial out develop establish require condition.,audience
Combs-Thompson,http://www.brown-wilson.org/,174615.49189424756,623848.3686944307,2020-01-15 00:00:00,2020-06-17 00:00:00,Standard,122,83,996,233202,46.38902360807048,36.716254231930094,7.757492219562697,1.397906750467881,2.772004544678575,8.903543773452835,16.847911975405285,2020-06-07 00:00:00,2020-06-14 00:00:00,2020-06-21 00:00:00,Paid,5.88026808444236,chair,AZ,Louisiana,98146,5840 Amber Rapid Apt. 168,Apt. 395,CO,Mississippi,28302,0560 Courtney Village,Apt. 128,condition,property,202.26245568785563,201.89153280395928,2.086472452996685,3,2.509795914305326,15.184213823398178,Tyler Brown,georgelutz@example.org,+1-980-933-5943x3120,2022-02-20 00:00:00,2022-05-03 00:00:00,475.3501789218568,724 Jon Route,Suite 185,street,88.49460605686065,22.276344923576552,Enjoy bring true administration industry speak relationship fire allow lay pay computer civil.,subject
Rodriguez-Flores,https://price-santiago.biz/,282836.4900270824,328149.9183212476,2021-04-08 00:00:00,2021-05-19 00:00:00,Premium,240,31,372,586488,67.55357288865785,57.652407714009414,10.375993408844035,1.4313073620994943,2.705443905038265,5.247371092242396,1.6711946483490592,2020-01-04 00:00:00,2020-01-10 00:00:00,2020-01-15 00:00:00,Refunded,15.825245422508106,drive,GR,Missouri,70267,386 Black Well,Suite 768,MY,Illinois,56814,39602 Elizabeth Radial,Suite 610,what,individual,25.831616585043154,23.37468707035195,19.176364888551582,2,7.237478688541525,9.254733138511627,Tonya House,robert01@example.com,+1-773-785-3831x22255,2023-05-25 00:00:00,2023-06-27 00:00:00,1385.9716740346876,230 Vega Row,Suite 760,support,13.776624408018433,9.1299495307318,Cost hear magazine turn hope manage contain compare degree some speak economy along.,participant
Peters PLC,http://www.lucas-guerrero.com/,602674.9618617283,513301.12403684773,2021-04-10 00:00:00,2021-05-30 00:00:00,Premium,240,31,372,436208,148.42902350635867,148.07339034354143,8.579265010068092,7.797103909162779,1.2472638995017982,9.58825300865825,0.013862022614095082,2022-09-14 00:00:00,2022-09-15 00:00:00,2022-09-21 00:00:00,Paid,3.0217286619389805,economic,FI,Oregon,83596,640 Morales Overpass Suite 723,Suite 650,JP,Wyoming,28456,2569 Barker Hollow Suite 800,Suite 268,around,culture,144.9530105458051,135.4617923089798,26.935732845687387,3,8.989189677369229,25.030013844441,Scott Simpson,caroline65@example.org,216.306.8060x938,2022-10-08 00:00:00,2023-03-28 00:00:00,1297.0283683967386,85751 Sandra Mount Apt. 716,Suite 689,property,87.00545429129346,15.909455087870839,Skin energy center instead order anything car teacher mean hour bar address parent.,plant
